title,price_cleaned,bedrooms_cleaned,location_clean,post_time_category
Gorgeous 3 Bedrooms and 2 Bathrooms,3300,1,brooklyn,longer than a month but within six months
Gorgeous 3 bed 1 bath space for an amazing price!,2600,1,bed stuy,longer than a month but within six months
Gorgeous 3 bed/1 bath in Bushwick! Heat and hot water included!,2650,1,buschwick,longer than a month but within six months
Gorgeous 3 bedroom apartment available in prime Stuyvesant Heights!!!,3175,1,bed stuy,longer than a month but within six months
Gorgeous 3 bedroom apartment with 1.5 bathrooms,2800,1,flatbush,longer than a month but within six months
Gorgeous 3 bedroom apartment with 1.5 bathrooms Stainless steel applia,3000,1,flatbush,longer than a month but within six months
"Gorgeous 3Bed/1Bath + WD IN UNIT! PRIME Prospect Park South B,Q Trains",3495,1,prospect park,longer than a month but within six months
Gorgeous 3Bed/1Bath with W/D in unit Prime Crown Heights! Franklin ave,3450,1,crown heights,longer than a month but within six months
"Gorgeous 3Br, 1.5 bath in Williamsburg, amenities building, no fee",5300,1,brooklyn,longer than a month but within six months
"Gorgeous 3Br, 2Bath in amenities bldg/top floor/ private terrace",3644,1,brooklyn,longer than a month but within six months
Gorgeous 4 Bed /1.5 Bath Duplex Apartment with PRIVATE BACKYARD!,3800,1,crown heights,longer than a month but within six months
Gorgeous 4 Bed 1.5 Bath w/ Laundry available in Bushwick,3483,1,buschwick,longer than a month but within six months
Gorgeous 4 Bedroom 2 Bath in Crown Heights,3500,1,crown heights,longer than a month but within six months
Gorgeous 4 Bedroom Apartment Available in Bushwick!,2820,1,buschwick,longer than a month but within six months
"Gorgeous 936 Sq Ft, 2 Bed / 1 Bath near public transportation",2785,1,yonkers,longer than a month but within six months
Gorgeous Apartment!!!,7100,1,murray hill,longer than a month but within six months
Gorgeous Brand New 1Bed/1Bath + Two private Balconies in Prime PPS!,2865,1,prospect park,longer than a month but within six months
Gorgeous Brand New Luxury 2 Bed 2 Bath Downtown BK,5564,1,downtown,longer than a month but within six months
Gorgeous Brand New Luxury 2 Bed 2 Bath Downtown BK !! NO FEE !!,5564,1,downtown,longer than a month but within six months
Gorgeous Brand new Full Service Building! NO FEE + Months Free !,3250,1,prospect heights,longer than a month but within six months
Gorgeous Dyckman Street Pre-war 3 bedroom,2800,1,inwood,longer than a month but within six months
Gorgeous Lenox Hill 70's Luxury 1BD - Call to View!,3700,1,upper east side,longer than a month but within six months
Gorgeous Loft Space with renovated kitchen NO FEE,6500,1,williamsburg,longer than a month but within six months
"Gorgeous Luxury 1 bed, 1 bath W/D, Swimming Pool Murray Hill",5795,1,new york,longer than a month but within six months
Gorgeous Luxury Williamsburg Waterfront 1 Bedroom NO FEE,5795,1,williamsburg,longer than a month but within six months
Gorgeous Modern 2 bed/2 bath residence In-Unit Laundry No broke fee!,3250,1,williamsburg,longer than a month but within six months
Gorgeous Modern 4 bed/4 bath residence In-Unit Laundry No broke fee!,6000,1,williamsburg,longer than a month but within six months
Gorgeous New 2 Bed! No Fee!,3050,1,bed stuy,longer than a month but within six months
Gorgeous Payson Ave Pre-war 2 Bdrm,2700,1,inwood,longer than a month but within six months
Gorgeous Renovated Spacious 2 Bed 1 Bath * Bayside * By LIRR,2425,1,queens,longer than a month but within six months
"Gorgeous Renovated Spacious Studio * By 7, M  R Trains * Sunnyside Ga",1906,1,queens,longer than a month but within six months
Gorgeous Spacious One bedroom in the heart of Bay Ridge!!,1995,1,bay ridge,longer than a month but within six months
Gorgeous Studio! 700 Sq Ft! Must see!,1804,1,stamford,longer than a month but within six months
Gorgeous Three Bedrooms,2950,1,brooklyn,longer than a month but within six months
Gorgeous Williamsburg 2 Bed w PRIVATE TERRACE,4102,1,williamsburg,longer than a month but within six months
Gorgeous and No FEE apartment!!!,3940,1,midtown,longer than a month but within six months
Gorgeous apartment for Rent,1400,1,far rockaway,longer than a month but within six months
Gorgeous brand new 1 bed 1 bath Prime Flatbush,2400,1,brooklyn,longer than a month but within six months
Gorgeous new studio in Crown Heights! NO FEE,1900,1,crown heights,longer than a month but within six months
Gorgeous newly renovated 2 bedroom/ 2 bath apartment in Crown Height!,3240,1,brooklyn,longer than a month but within six months
Gorgeous newly renovated 2 br / 2 ba apt in Prime Crown Heights!,3247,1,crown heights,longer than a month but within six months
Gorgeous newly renovated 3 bedroom 2 bath apartment available in Bushw,2999,3,buschwick,within an hour
Gorgeous renovated 1BR in Riverdale with new kitchen and bath,1700,1,riverdale,longer than a month but within six months
Gorgeous renovated 2 br / 1 ba apt in Great Crown Heights Location!,3234,1,crown heights,longer than a month but within six months
"Gorgeous renovated apt, not cheesy its actually nice.",3650,1,buschwick,longer than a month but within six months
Gorgeous short term rental in West Village!,4000,1,west village,longer than a month but within six months
Gorgeous spacious 1 bed available March 3,2850,1,williamsburg,longer than a month but within six months
Gorgeous sun-filled 3 bed/1 bath apt Prime Flatbush no fee!,2950,1,flatbush,longer than a month but within six months
Gorgeous sun-filled large true 1 bed/1 bath apt Prime Flatbush!,1600,1,flatbush,longer than a month but within six months
Gorgeous two bedroom ASAP MOVE IN,2775,1,buschwick,longer than a month but within six months
Gorgeous1BedroomRailroadExtraRoomParkSlopeSouth,2500,1,park slope,longer than a month but within six months
Gowanus 4 Bed!,5000,1,gowanus,longer than a month but within six months
Gramercy Park 1 Bedroom Apartment,3695,1,gramercy,longer than a month but within six months
Gramercy Park 3 Bedroom,5450,1,gramercy,longer than a month but within six months
Gramercy Park 3 bedroom,5995,1,gramercy,longer than a month but within six months
"Gramercy large bedroom for rent $1,800",1800,1,gramercy,longer than a month but within six months
Grand 3 Bedroom on the iconic Bedford Ave,3100,1,crown heights,longer than a month but within six months
Grand Street - Large One Bedroom,1445,1,grand street williamsburg,longer than a month but within six months
Great 1 Bedroom with Elevator,2300,1,harlem,longer than a day but within a month
Great 1 bedroom Renovated second fl. walk up E 85st,2600,1,upper east side,longer than a month but within six months
Great 1 bedroom apartment,1300,1,bronx,longer than a month but within six months
Great 1BR Apartment on Tree-lined UES Street,2650,1,upper east side,longer than a month but within six months
Great 1BR in Prime Bushwick.  Morgan L East Williamsburg,2000,1,buschwick,longer than a month but within six months
Great 2 Bed with Office close to Maria Hernandez Park! No Fee!,3300,1,buschwick,longer than a month but within six months
"Great 2 bed, 2 bath and your own private washer/dryer! Visit today!",3425,1,elmsford,longer than a month but within six months
Great 2bed/2bath w/ balcony+laundry in unit+a/c+dishwasher+parking,2975,1,bed stuy,longer than a month but within six months
Great Deal! -This Is a Place Worth Sharing With Others! Free Month!,3500,1,financial district,longer than a month but within six months
Great Deal! Huge 4 Beds Apartment,2849,1,brownsville,longer than a month but within six months
Great East Village Studio Steps from F Train,2499,1,east village,longer than a month but within six months
Great Location --- H&HW Included ✭- ASAP✭,1600,1,sunnyside,longer than a month but within six months
Great Pet-Friendly Community in Elmsford! Ask for details!,2620,1,elmsford,longer than a month but within six months
Great Size Studio/Tons of windows LAUNDRY ON EVERY FLOOR,3025,1,financial district,longer than a month but within six months
Great Studio Fairfield CT,1250,1,fairfield,longer than a month but within six months
Great Studio in FIDI near PACE Available 3/18!,3982,1,financial district,longer than a month but within six months
"Great Value*True 3 bed & 2 bath, Great natural light, lots of clos",2700,1,crown heights,longer than a month but within six months
"Great Value*True 3 bed & 2 bath, Great natural light, lots of closet s",2700,1,crown heights,longer than a month but within six months
Great apartment for rent,1800,1,peekskill,longer than a month but within six months
Great community for great people! Visit today!,2240,1,stamford,longer than a month but within six months
Great deal in Central Riverdale! 1BR for 1340 per Month for 06/01,1340,1,riverdale,longer than a month but within six months
"Great deal in Williamsburg , heat and hot water are included",1925,1,williamsburg,longer than a month but within six months
Great deal on a loft style apt in prime Bushwick!,3750,1,brooklyn,longer than a month but within six months
Great location for your new home! Come in today for a tour!,3595,1,elmsford,longer than a month but within six months
Great renovated 3bd in beautiful crown heights north,2795,1,brooklyn,longer than a month but within six months
Great sized studio available in Stuyvesant Heights!!  – HEAT & HOT WAT,1750,1,stuvyesant heights,longer than a month but within six months
Greenpoint --- gorgeous 3 bed in PRIME location,3000,1,greenpoint,longer than a month but within six months
Greenpoint 2 Bedroom Available ASAP,4615,1,greenpoint,longer than a month but within six months
Greenpoint 2 beds,3161,1,greenpoint,longer than a month but within six months
Greenpoint Luxury - Gym - Laundry - Beautiful 3 Bed /2 Bath - Elevator,5700,1,greenpoint,longer than a month but within six months
"Greenpoint,one of a kind apartment --Eckford street",10900,1,greenpoint,longer than a month but within six months
Greenpoint/Williamsburg-Months Free-Elevator-Gym-Parking-Balcony,4622,1,brooklyn,longer than a month but within six months
Greenwhich Village 2 Bedroom,4000,1,greenwich village,longer than a month but within six months
Grogeous 2 Bed w/ Private Terrace and Laundry near Prospect Park!,2499,1,leffert gardens,longer than a month but within six months
Groovy ( 2 Bed ) Duplex W/ Roof Deck ! Easy Access to A/C/J/L Train,2250,1,east new york,longer than a month but within six months
Ground Floor 2Br With Backyard Access,2550,1,bed stuy,longer than a month but within six months
Gut Reno Studio---Priced Far Below Market---Incredible Value!,2900,1,financial district,longer than a month but within six months
Gut Renovated Jr 1 BR in Residential Flushing close to transport,1650,1,flushing,longer than a month but within six months
"Gut Renovated, Spacious, sunlit 2 Bedroom Apartment available in Ditma",2375,2,ditmas park,longer than an hour but within a day
"H/H included, Dishwasher, Updated Kitchen, Bars, Restaurants, Shopping",2550,1,bed stuy,longer than a month but within six months
"HALF MONTH FEE,1BR near LIRR,NEWkit/DISHw,NEWbathWOODflWASHR/DRYRcatOK",2100,1,bayside,longer than a month but within six months
"HALF MONTH FEE,1BR with YARD/DECK,NEWkit,WOODfl,ALL UTILITIES INCLUDED",2200,1,queens,longer than a month but within six months
"HALF MONTH FEE,2BR near LIRR,NEWkit,NEWbath,WOODflrs,BACKYARD,absentLL",2150,1,bayside,longer than a month but within six months
"HALF MONTH FEE,2BR,YARD,near BAYSIDE LIRR,NEW Kit,1Bath,WOODflr,C/Air",2000,1,bayside,longer than a month but within six months
"HALF MONTH FEE3BR,NEW QUARTZkit/STAINLESS STEELapp,NEWbathWOODfl,C/AIR",2700,1,whitestone,longer than a month but within six months
"HALF MONTH FEE3BRnearLIRR,Eat-n-Kit,L-ShapeDR/LR,1.5BathWOODfl,BALCONY",2400,1,flushing,longer than a month but within six months
HARLEM/CENTRAL PARK NORTH VIEW  NO FEE ONE BEDROOM,2499,1,harlem,longer than a month but within six months
HARLEM_SPACIOUS 1 BR_NEW RENO_BARGAIN,2200,1,harlem,longer than a month but within six months
HASA 3 Bedroom Apt for Rent,3084,1,buschwick,longer than a month but within six months
HASA STUDIO,2000,1,bed stuy,longer than a month but within six months
HASA Voucher 3 br 2 ba apartment,2700,1,brooklyn,longer than a month but within six months
"HERBERT VON KING, ONE BED WITH LAUNDRY IN UNIT, NO FEE",3650,1,bed stuy,longer than a month but within six months
HIGH CEILINGS / HIGH FLOOR / RIVER VIEWS / CONCIERGE / GYM / WASHER &,3000,1,financial district,longer than a month but within six months
HIGH FLOOR / GREAT VIEWS / LAUNDRY IN UNIT / HOTEL AMENITIES / FITNESS,4266,1,soho,longer than a month but within six months
HIGH FLOOR / HIGH CEILINGS / GYM / CONCIERGE / THREE OUTDOOR SPACES /,6800,1,tribeca,longer than a month but within six months
HIGH FLOOR / LAUNDRY IN UNIT / ROOFDECK / FLOOR TO CEILING WINDOWS / O,4595,1,soho,longer than a month but within six months
"HIGH FLOOR 2 Bed 2 Bath Floor to Ceiling Windows ,Pool, Gym",7800,1,downtown,longer than a month but within six months
HOT DEAL!! GORGEOUS 3 BED!!! RENOVATED!!,2795,1,crown heights,longer than a month but within six months
HOT Hells Kitchen 2 bedroom,4595,1,midtown,longer than a month but within six months
HOT!! GORGEOUS 3 BED ON POST AVE AND W 204 WITH LAUNDRY IN UNIT!!!,2650,1,new york,longer than a month but within six months
HOT!! SPACIOUS 2 BED ON PROSPECT PARK!!,2295,1,leffert gardens,longer than a month but within six months
HOT!! STU APT STEPS AWAY FROM TRANSPORTATION!! LAUNDRY IN BUILDING!!,1750,1,new york,longer than a month but within six months
HOT!!! GORGEOUS 3 BED 2 BATH IN THE HEART OF RIVERDALE!! NO FEE!!!,3650,1,riverdale,longer than a month but within six months
HOUSE+1BDRM1BATH+CARPET+HEATHOTWATERTOPFLR+SWEETNICEPRIMEREASONABLEWOW,1500,1,gravesend,longer than a month but within six months
HOUSE+1STFLRBACKYARD+HEATHOTWATERGAS+LIVINGRMNICESTAINLESSTEELSWEET2GO,1995,1,gravesend,longer than a month but within six months
HOUSE+2BDRM1BATH+DUPLEX+PARKING+2XBALCONY+NICENEWCLEANPOLISHEDFLRSCALL,2495,1,sheepshead bay,longer than a month but within six months
HOUSE+2BDRM1BATH+HEATHOTWATERDY2GOCLICKNICERDYPRIMERENTCASHKEYS$WOWGO!,1995,1,bensonhurst,longer than a month but within six months
HOUSE+2BDRM1BATH+LIVINGRMKITCHENCOMBOSTAINLESSTEELBRANDNEWPRIME!WHOA!!,1895,1,bensonhurst,longer than a month but within six months
HOUSE+2BDRM1BATH+LIVINGRMKITCHENCOMBOSTAINLESSTEELRDY2GOCLICKNOUTIL!!!,1850,1,gravesend,longer than a month but within six months
HOUSE+2BDRM1BATH+RDY2GOCLICKLIVINGRMSTAINLESSTEELNOUTILSUNNYRDY2GOCLIC,2200,1,bensonhurst,longer than a month but within six months
HOUSE+2BDRM1BATH+TOPFLR+EATINKITCHEN+STAINLESS+BALCONYHUGEWOWPRIME2GOC,2100,1,dyker heights,longer than a month but within six months
HOUSE+2BDRM1BATH+TOPFLR+LIVINGRM+EATINKITCHEN+DISHWASHER+NEWSPACIOUS!!,2000,1,new dorp,longer than a month but within six months
HOUSE+2BDRM1BATH+TOPFLRSTAINLESSTEELBRANDNEWCLICKWOWPRIMERDY2GOCLICK!!,1800,1,bensonhurst,longer than a month but within six months
HOUSE+2BDRM2BATH+WASHERDRYERHOOKUPS+DIWASHER+BRANDNEWALKINLEVELRDYPRIM,2400,1,dyker heights,longer than a month but within six months
HOUSE+3BDRM1BATH+1STFLR+STAINLESSTEEL+NEWRDY2GOPRIMELOCATIONWOWCALL<<<,2300,1,bensonhurst,longer than a month but within six months
HOUSE+3BDRM1BATH+BALCONY+BACKYARD+DISHWASHER+NICEPRIME1STFLRDYKERSPECI,2200,1,dyker heights,longer than a month but within six months
HOUSE+3BDRM1BATH+BALCONY+TOPFLR+LIVINGRMHUGEOPENSPACESUNNYBRIGHT2GOCLI,2300,1,dyker heights,longer than a month but within six months
HOUSE+3BDRM1BATH+DUPLEX+2ND@3RDFLRTOP+LIVINGRMSUNNYCLEANPRIMELOCATION!,2800,1,dyker heights,longer than a month but within six months
HOUSE+3BDRM1BATH+HEATHOTWATERSTAINLESSTEELBRANDNEW+TOPFLRPRIMELOCATION,2500,1,gravesend,longer than a month but within six months
HOUSE+3BDRM1BATH+SPLITLEVEL+DISHWASHER+STAINLESSTEEL+TOPFLRSWEETCLEAN!,2200,1,bensonhurst,longer than a month but within six months
HOUSE+3BDRM1BATH+TOPFLR+LIVINGRMHUGENEWSTAINLESSTEELSWEETWOWRIDGESPEC!,2450,1,bay ridge,longer than a month but within six months
HOUSE+3BDRM2BATH+STAINLESSTEEL+TOPFLRGRANITETABLETOPSPARKING$EXTRARDY2,3195,1,bensonhurst,longer than a month but within six months
HOUSE+3BDRM2BATHRM+BACKYARD+PARKING+LAUNDRY+STAINLESSTEELBRANDNEW!RDY2,2900,1,fresh meadows,longer than a month but within six months
HOUSE+3BDRM2FULLBATHRM+BRANDNEWCONSTRUCTION+BALCONY+HEATHOTWATERGASINC,2795,1,flushing,longer than a month but within six months
HOUSE+4BDRM2BATHRM+1FDUPLEX+BACKYARD+BALCONY+NICEBRANDNEWRDYSWEET2GOPR,3500,1,dyker heights,longer than a month but within six months
HOUSE+4BDRM2BATHRMFULL+STAINLESSTEELTOPFLRLIVINGRMHUGEBRANDNEWRPIMERDY,2895,1,sunset park,longer than a month but within six months
HUDSON YARD TRUE 1 BR 37ST & 10AVE,2450,1,midtown,longer than a month but within six months
HUDSON YARD_AFFORDABLE_1 BR_RARE FIND,2450,1,midtown,longer than a month but within six months
HUGE & SUNNY 2 bed/1.5 Bath apartment with W/D in Unit in Bedstuy!,3400,2,brooklyn,longer than an hour but within a day
HUGE 1 BED 1 BATH + OFFICE IN CROWN HEIGHTS FOR A GREAT PRICE! NO FEE!,2200,1,crown heights,longer than a month but within six months
HUGE 1 BR*Doormen Building*Balcony*Must See!!!,5600,1,union square,longer than a month but within six months
HUGE 1 Bed with Tons of Natural Light,3100,1,plg,longer than a month but within six months
HUGE 2 BED 1 BATH IN BUSHWICK FOR A GREAT PRICE! LOTS OF LIGHT & SPACE,2600,1,buschwick,longer than a month but within six months
HUGE 2 BED 1.5 BATH DUPLEX IN CLINTON HILL FOR A SWEET PRICE! NO FEE!,2900,1,clinton hill,longer than a month but within six months
HUGE 2 BED FREE UTILITIES/FREE CABLE AND WIFI SEE FLOORPLAN,4350,1,east village,longer than a month but within six months
HUGE 2 BEDROOM DUPLEX APARTMENT IN COLLEGE POINT,2500,1,college point,longer than a month but within six months
HUGE 2 bed ON prospect park!!STABILIZED!! On B/Q,2320,1,leffert gardens,longer than a month but within six months
HUGE 3 BED 1.5 BATH DUPLEX IN BEDSTUY! PRIVATE YARD & SHARED LAUNDRY!,3500,1,bed stuy,longer than a month but within six months
HUGE 3 BED DUPLEX FOR RENT! *NO FEE*,3500,1,buschwick,longer than a month but within six months
HUGE 3 BED IN GOWANUS/PARK SLOPE!! **LAUNDRY IN BUILDING**,4200,1,park slope,longer than a month but within six months
HUGE 3 BEDROOM APARTMENT FOR RENT 2400.00,2400,1,yonkers,longer than a month but within six months
HUGE 3 BEDROOM CROWN HEIGHTS,3300,1,brooklyn,longer than a month but within six months
HUGE 3 BEDROOM FREE UTILITIES/FREE WIFI AND CABLE,5550,1,east village,longer than a month but within six months
HUGE 3 BEDROOM GARDEN LEVEL DUPLEX NEAR TRENDY FRANKLIN,3995,1,crown heights,longer than a month but within six months
HUGE 3 Room LOFT space with Soundproofed MUSIC ROOM,3600,1,greenpoint,longer than a month but within six months
HUGE 3 bed/2 Bath apartment in Crown Heights! (Washer/Dryer in unit!),3200,1,brooklyn,longer than a month but within six months
HUGE 3br apartment in Crown Heights available 2/1,3200,1,crown heights,longer than a month but within six months
HUGE 4 BED 1.5 BATH IN CROWN HEIGHTS! SPACIOUS ROOMS W/ LOTS OF LIGHT,2900,1,crown heights,longer than a month but within six months
HUGE 4 BED 2 BATH w/d in unit NO FEE!,3200,1,bed stuy,longer than a month but within six months
"HUGE 4 BED, PROSPECT PARK w/ LAUNDRY :)",3495,1,leffert gardens,longer than a month but within six months
HUGE 4 bed 1 bath apt in Flatbush,3200,1,flatbush,longer than a month but within six months
HUGE 5 BED 3 BATH WASHER & DRYER IN UNIT || TERRACE,4500,1,bed stuy,longer than a month but within six months
HUGE 65BEDROOMS / 2 BATHROOMS DUPLEX IN PRIME LOCATION IN WILLIAMSBURG,6200,1,brooklyn,longer than a month but within six months
"HUGE BEDROOMS ON OPPOSITE ENDS WITH STORAGE SPACE, HIGH CEILINGS",2850,1,williamsburg,longer than a month but within six months
HUGE FURNISHED ROOM WITH BATHROOM,299,1,grand concourse,longer than a month but within six months
HUGE GORGEOUS 3 bed 2 bath @ MARIA HERNANDEZ PARK!! *No fee*,3200,1,brooklyn,longer than a month but within six months
HUGE LUXURY FIDI STUDIO - Available Now,3831,1,financial district,longer than a month but within six months
HUGE OCEAN HILL 3 BED 1 BATH,800,1,ocean hill,longer than a month but within six months
HUGE PORTCHESTER 1 BED WITH WALK THRU KITCHEN & DINING AREA,1925,1,portchester,longer than a month but within six months
HUGE PRE WAR * WINDOWS IN THE LIVING ROOM * SEPARATE KITCHEN & LIVING,1892,1,borough park,longer than a month but within six months
HUGE PRIVATE BACK YARD franklin ave 3 BED,4900,1,crown heights,longer than a month but within six months
HUGE RAILROAD * MULTIPLE ROOMS * WINDOWS IN KITCHEN_BACKYARD & LAUNDRY,3000,1,downtown,longer than a month but within six months
HUGE RENOVATED 3 1/2 BR APT PRIVATE HOUSE,2400,1,morris park,longer than a month but within six months
HUGE Rent Stabilized 1Bed in PRIME FLUSHING! MUST SEE!,1741,1,flushing,longer than a month but within six months
HUGE STUDIO!! GREAT DEAL!!!LAUNDRY!,1725,1,flatbush,longer than a month but within six months
HUGE SUN-LIT GROUND FLR UES 1 BED + PRIVATE BACKYARD/ GARDEN - RARE!!!,3495,1,upper east side,longer than a month but within six months
HUGE THREE BR APT / CITYFHEPS,3200,1,soundview,longer than a month but within six months
HUGE Upper East Side 5 bedroom 2.5 Bathroom big enough for an elephant,5995,1,upper east side,longer than a month but within six months
HUGE luxury one bed in Bushwick :) NO FEE,2950,1,buschwick,longer than a month but within six months
HUGE two bed in the heart of Bushwick:) NO FEE,3799,1,buschwick,longer than a month but within six months
HUGE 🌞 SUNNY PRIVATE DECK 52ST & 11AVE,3895,1,midtown,longer than a month but within six months
"HUGE, BEAUTIFUL 2-BED 2-BATH APARTMENT IN LES AVAILABLE FOR RENT",5500,1,lower east side,longer than a month but within six months
HUMONGOUS==HIGH CEILING==GREAT LIGHTING==OAK WOOD FLOORS==TOP FLOOR==,2900,1,financial district,longer than a month but within six months
Happy renters live at Residences on ford! Beautiful community!,1709,1,stamford,longer than a month but within six months
"Harborpoint Special 1 BR,$2100,Hardwd,W/D,Terr,Dwntwn",2100,1,stamford,longer than a month but within six months
"Harborpoint Special Modern 1 BR,$2100,Hardwd,W/D,Terr,Dwntwn",2100,1,stamford,longer than a month but within six months
Hardword floors_Tree lined_High ceilings_Inches from Transporrt,950000,1,mott haven,longer than a month but within six months
"Heart Of Bushwick!LIGHT! Window In Livingroom, PRIVATE 600ft DECK!!!!!",3200,1,buschwick,longer than a month but within six months
Heart of Bayside,1350,1,bayside,longer than a month but within six months
"Heart of Ridgewood. Great location on a quiet tree lined block,",2300,1,ridgewood,longer than a month but within six months
Heart of Soho Studio- One of the Best Locations,1750,1,soho,longer than a month but within six months
"Heat and hot water included, $80 Laundry Credit! Upper East Side",3795,1,upper east side,longer than a month but within six months
Heat and water included in 2nd floor apt near Merrick Blvd,1950,1,springfield gardens,longer than a month but within six months
Heat/Water Included**Prime Astoria location**Upated one bedroom**Steps,2650,2,astoria,longer than an hour but within a day
Heat/Water/Gas included**Prime Astoria Location**City Views,2495,1,astoria,longer than an hour but within a day
Hell's Kitchen Rent Stabilized Large Charming Studio w/ Eat-in Kitchen,2500,1,midtown,longer than a month but within six months
Hells Kitchen 2 Bedroom with Washer/Dryer In the unit,4495,1,midtown,longer than a month but within six months
Hells Kitchen 3 Bedroom for A GREAT Price,5495,3,midtown,longer than a day but within a month
Hells Kitchen Apartment (2 Bed 2 Bath),7000,1,midtown,longer than a month but within six months
Hermoso apartamento primer piso,3200,3,elmhurst,longer than a month but within six months
High Floor 1 Bedroom with Amazing Views of Downtown,4126,1,midtown,longer than a month but within six months
High Floor 2 Bedroom with unobstructed views of Manhattan,5000,1,long island,longer than a month but within six months
High Floor*Huge 3BR*Must See!!,19500,1,upper west side,longer than a month but within six months
High end brand apartment with nice living area,2995,1,crown heights,longer than a month but within six months
"High-end apt without the high-end price tag♔♔Spacious, modern",3300,1,ridgewood,longer than a month but within six months
Historic 1 Bedroom Apartment for rent,2600,1,mohegan lake,longer than a month but within six months
Home Offer so much. Perfect Mother Daughter of for a Large Family,2140,1,"462 king street, port chester, ny",longer than a month but within six months
Honestly love my apartment but I won an affordable housing lottery,2600,1,bed stuy,longer than a month but within six months
Hot deal Spacious 2 bed 1 bath in Bushwick,2700,1,buschwick,longer than a month but within six months
Hottest Section of Williamsburg - No Fee- Brand New Luxury,4700,1,williamsburg,longer than a month but within six months
House 2Bedrms+1Rm+Basement 1.5BathRm Parking Skyline Dr. SI NY 10304,2300,1,staten island,longer than a month but within six months
House 3BedRms 1.5BathRms YardDeck Parking Washer Benson St SI NY 10312,2900,1,staten island,longer than a month but within six months
House 3BedRms 2.5BathRms -Spruce Lane-For Rent by Owner,3000,1,staten island,longer than a month but within six months
House 3Bedrms 3Baths Deck Yard WasherDryer Seaview Ave SI NY 10305,2800,1,staten island,longer than a month but within six months
House For Rent - Country Living in the City!,5750,1,riverdale,longer than a month but within six months
House Near Queens College and Booth Memorial Hospital for Rent,2850,1,flushing,longer than a month but within six months
House for rent,3000,1,staten island,longer than a month but within six months
House for rent in great location!,3500,1,staten island,longer than a month but within six months
House for rent three bed room,3400,1,glen oaks,longer than a month but within six months
Housec4rent in jamaica,3000,1,jamaica,longer than a month but within six months
"Houston & Bowery:  No-Fee 1-Bedroom w washer & dryer, dishwasher",3995,1,east village,longer than an hour but within a day
Hudson Heights - Huge 2 Bedroom - No Fee - Elevator / Modern Kitchen,2550,1,inwood,longer than a month but within six months
Huge  Sunkissed 3 bed 1 bath apartment in Bedstuy,3000,1,bed stuy,longer than a month but within six months
Huge & Spacious 2 Bed 1 Bath Apt,2529,1,buschwick,longer than a month but within six months
Huge 1 Bedroom w/ Laundry in Building! Steps to the B/Q Trains!,2295,1,prospect park,longer than a month but within six months
Huge 1 Bedroom w/Balcony *FURNISHED* in Clinton Hill,3400,1,brooklyn,longer than a month but within six months
Huge 1 Bedroom with Laundry in building close to Prospect Park!,2295,1,prospect park,longer than a month but within six months
"Huge 1 bed home office in FiDi, Full service Building.",4500,1,financial district,longer than a month but within six months
Huge 1 bedroom*Outdoor Space*Doormen Building!!,4800,1,upper west side,longer than a month but within six months
Huge 1BR w/ New Appliances Top Floor Elevator/Laundry Bldg By Park,2295,1,prospect park,longer than a month but within six months
Huge 2 Bed 1.5 Bath Duplex w/ Private Back Yard and Basement,3550,1,brooklyn,longer than a month but within six months
Huge 2 Bed 2 Bath w/ Washer Dryer! No FEE!,3500,1,buschwick,longer than a month but within six months
Huge 2 Bed Duplex with windows in basement/amenities building/GYM/AC/,4500,1,williamsburg,longer than a month but within six months
Huge 2 Bed/2.5 Bath,6370,1,dumbo,longer than a month but within six months
Huge 2 Bedroom Near Colombia Medical Center,2200,1,inwood,longer than a month but within six months
Huge 2 Bedroom apartment for rent Near Manhattan College,2400,1,riverdale,longer than a month but within six months
Huge 2 bed apt in Crown Heights - no fee,3200,1,crown heights,longer than a month but within six months
Huge 2 bedroom apartment with a balcony in an amazing new building!,3000,1,flatbush,longer than a month but within six months
Huge 2 beds/Brand New/Maria Hernadez Park/L-M trains,3200,1,buschwick,longer than a month but within six months
Huge 2bed w/ shared backyard in East Willyberg,2800,1,williamsburg,longer than a month but within six months
Huge 2br Apt. with or w/o Recording Booth (Columbia/Riverside Park),3800,1,harlem,longer than a month but within six months
Huge 3 Bed 1.5 bath DUPLEX-PRIVATE backyard-Washer&Dryer-n -unit!no fe,4217,1,bed stuy,longer than a month but within six months
"Huge 3 Bed-steps to Prospect Park-Dish-D,N,R,W trains-nofee",3645,3,sunset park,longer than an hour but within a day
Huge 3 Bedroom unit,2500,1,woodlawn,longer than a month but within six months
"Huge 3 bed , prime williamsburg , open house today",3800,1,williamsburg,longer than a month but within six months
Huge 3 bed 2 bath apt in Bushwick ** Backyard**,3200,1,buschwick,longer than a month but within six months
"Huge 3 bedroom 1.5 bath plus H/O private outdoor, w/d & 1 parking spot",3200,1,kensington,longer than a month but within six months
Huge 3 bedroom Near Bronx Border,2091,1,riverdale,longer than a month but within six months
Huge 3BR Apt in Washington Heights / New Bathroom!  NO Fee,2400,1,inwood,longer than a month but within six months
Huge 3BR on 90th Street in Bay Ridge near R subway!,2700,1,brooklyn,longer than a month but within six months
Huge 3BR+Office space*Must See!,7500,1,midtown,longer than a month but within six months
Huge 3bdrm apartment in private home near bartow ave,2599,1,bronx,longer than a month but within six months
